C.SH,JENS.S,SEN.S,SAVAD.S,M.T.S,V.F.S,N.T.M,T.O,S.Z,M.O.B,OTO,MO,DO,ZABT,TV,PC,TEL.H,OJAGH.GAZ,JAROO.B,M.LEBAS,CHARKH.KH,PANKE,M.ZARF,H.KHORAKI.NOOSHIDANI,H.ERTEBATAT,H.BEHDASHT,H.HAMLONAGHL,H.KALA.MOT,H.MASKAN,H.MOBLEMAN,H.POOSHAK,KHARID.KALA.BADAVAM,H.SARMAYEGOZARI,DARAMAD.KHALES
3,1,48,1,2,1,1,3,50,1,0,0,1,0,1,0,1,1,1,1,1,1,0,14078500,600000,0,300000,1000000,10100000,1700000,1500000,7291666.667,0,60312500
3,1,31,1,6,1,3,2,65,1,0,0,0,0,1,0,1,1,1,1,1,0,0,9836150,485000,0,4500000,170000,20800000,4450000,80000,3423231.333,716666.6667,103391666.7
3,1,50,1,3,1,1,4,80,1,1,0,0,0,1,0,1,1,1,1,0,0,0,9555000,400000,0,1260000,1680000,15780000,2210000,5730000,795833.3333,0,111633333.3
3,2,42,2,0,1,6,3,50,1,0,0,0,0,1,0,1,1,1,1,1,0,0,95904300,250000,1150000,6100000,430000,8755000,1820000,0,24387500,0,88164166.67
3,2,68,2,0,3,1,3,65,1,0,0,0,0,1,0,1,1,1,1,0,0,0,17484500,1100000,0,1950000,500000,10450000,1610000,400000,1601666.667,0,48500000
3,1,75,1,1,3,1,4,180,0,1,0,0,0,1,1,1,1,1,1,1,0,1,11090500,450000,2100000,2630000,350000,26280000,830000,1200000,1384833.333,0,2550000
3,1,65,1,7,1,1,4,180,0,1,0,0,0,1,1,1,1,1,1,1,0,1,26420000,752000,0,34000000,1600000,33130000,470000,0,17293333.33,0,29696666.67
3,1,90,1,2,3,1,3,160,0,1,0,0,0,1,1,1,1,1,1,1,0,1,44980000,1000000,7400000,1950000,2780000,23405600,2305000,4000000,25791666.67,0,143761667
3,1,42,1,7,1,1,3,110,0,1,0,0,0,1,1,1,1,1,1,1,0,1,15820000,300000,0,400000,0,36100000,570000,3250000,25595416.67,0,72493333.67
3,1,57,1,4,1,1,2,88,0,1,0,0,0,1,1,1,1,1,1,1,0,1,9565000,450000,8280000,1500000,850000,17000000,1100000,1550000,7822916.667,0,63046666.67
3,1,61,1,6,3,1,4,137,0,1,0,0,0,1,1,1,1,1,1,1,1,1,23955000,900000,3500000,1000000,1440000,20240000,480000,350000,754166.6667,0,51734166.67
3,1,66,1,5,1,1,3,140,0,1,0,1,1,1,1,1,1,1,1,1,1,0,13675000,850000,240000,550000,1485000,42900000,330000,0,21815375.08,0,188803333.3
3,1,49,1,2,3,1,3,80,0,1,0,0,0,1,1,1,1,1,1,1,1,0,20210000,350000,0,1400000,850000,12089400,995000,160000,2005445.583,0,82205555.83
3,2,70,2,0,5,6,2,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,49990000,824000,1500000,1300000,2500000,3000000,7050000,1460000,26291970.17,0,53420000
3,1,50,1,4,3,1,3,74,1,1,0,0,0,1,0,1,1,0,1,1,0,0,16600000,1220000,4500000,0,1990000,11446000,12408000,0,1051627.083,0,6400000
3,1,53,1,2,6,1,3,80,0,0,0,0,1,1,0,1,1,1,1,1,1,0,16239000,470000,1940000,0,0,31280000,250000,6140000,485000,0,57755000
3,1,69,1,4,3,1,4,123,0,1,0,0,0,1,1,1,1,1,1,1,1,0,12725000,3000000,7000000,2200000,550000,26500000,950000,5550000,33061666.67,0,3996666.667
3,1,72,1,8,1,1,8,220,1,1,0,1,0,1,1,1,1,1,1,1,1,1,16075000,4500000,0,7800000,335000,31350000,1260000,250000,61070833.33,0,152500000
3,1,70,1,1,3,1,5,125,0,1,0,1,0,1,1,1,1,1,1,0,0,0,3395000,200000,2256000,0,450000,31150000,985000,380000,22515000,0,39133333.33
3,1,46,1,6,1,1,4,130,0,1,0,1,0,1,1,1,1,1,1,1,1,1,28761000,720000,0,3350000,5850000,21280000,900000,6700000,3920833.083,2333333.333,74007500
3,1,51,1,6,1,1,4,148,0,1,0,1,0,1,1,1,1,1,1,1,0,1,27786000,1250000,2000000,5500000,0,26410000,750000,0,17723333.33,16666666.67,88363333.33
3,2,55,1,2,3,1,5,137,0,1,0,0,0,1,0,1,1,1,1,1,0,1,12026100,1150000,0,1000000,900000,41800000,0,0,223333.3333,0,53213333.33
3,2,71,1,1,5,6,3,150,1,0,0,0,0,1,0,1,1,1,1,1,0,0,15175000,2950000,6000000,7300000,0,10990500,560000,930000,3480833.333,0,57666666.67
3,1,54,1,2,1,1,4,160,0,1,0,0,0,1,1,1,0,1,1,1,0,0,7285000,500000,400000,5200000,1295000,11190500,1310000,0,42266666.67,0,15713333.33
3,1,67,1,6,3,1,4,180,0,1,0,0,0,1,1,1,1,1,1,1,0,1,30940000,470000,0,1500000,1850000,19750000,1440000,5300000,804166.6667,0,33140000
3,1,77,1,2,3,1,4,180,0,1,0,0,0,1,1,1,1,1,1,1,0,1,76505000,950000,0,0,580000,21496000,1905000,210000,1508333.333,0,113586666.7
3,2,60,1,1,3,1,3,75,0,0,0,0,0,1,0,1,1,1,1,1,1,0,35186994,2748000,16600000,270000,550000,12920000,930000,0,3981166.667,0,302863333.3
3,1,65,1,1,3,1,3,100,0,1,0,0,0,1,0,1,1,1,1,1,0,0,38860000,2500000,3800000,0,700000,16030000,895000,0,13380000,0,12383333.33
3,2,70,2,0,3,1,6,120,0,0,0,0,0,1,0,1,1,1,1,0,0,0,34027000,1450000,4250000,3000000,850000,24200000,2080000,1000000,17259166.67,0,58386666.67
3,1,46,1,7,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,1,1,21500000,4520000,10000000,2200000,1430000,34550000,630000,750000,13375000,0,33833333.33
3,1,65,1,5,3,1,8,144,0,0,0,0,0,1,0,1,1,1,1,1,0,1,54898000,450000,2700000,6000000,3650000,24500000,2000000,500000,44786904.67,0,59296666.67
3,2,59,1,6,3,1,4,127,0,1,0,0,0,1,0,1,1,1,1,1,1,1,9656800,2950000,0,4500000,300000,34750000,995000,15500000,12841666.67,0,203208333.3
3,1,59,1,6,3,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,1,1,15775000,1050000,5900000,1000000,610000,33550000,1460000,7000000,8537083.333,0,67125833.33
3,1,56,1,6,3,1,6,132,0,1,1,1,0,1,1,1,1,1,1,0,0,0,18043000,600000,2500000,4200000,1560000,24030000,1820000,1500000,917083.3333,0,64980000
3,1,66,1,1,1,1,4,280,0,1,0,0,0,1,0,1,1,1,1,0,0,0,25170000,1110000,0,600000,1700000,106900000,0,0,17827666.67,0,127166666.7
3,1,31,1,4,3,1,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,1,25749100,2600000,500000,5200000,1150000,64250000,2680000,2500000,10297500,0,50196583.33
3,1,62,1,6,3,1,5,140,0,1,0,0,0,1,1,1,1,1,1,0,0,0,8651000,260000,0,3000000,750000,51800000,560000,2000000,2016666.667,0,125533750
3,1,33,1,8,1,1,4,130,0,1,0,0,0,1,1,1,1,1,1,1,1,1,27195000,500000,2210000,1350000,2000000,64270000,340000,300000,10412500,0,194900000
3,1,55,1,7,1,1,5,230,0,1,0,0,0,1,0,1,1,1,1,0,0,1,20260000,420000,26130000,3700000,0,78200000,1700000,400000,2717814.667,0,59863333.33
3,1,48,1,4,1,1,6,250,0,1,0,1,0,1,1,1,1,1,1,1,1,1,19239000,700000,250000,0,550000,67050000,960000,550000,9310000,0,1720000
3,2,73,2,0,3,1,5,100,0,0,0,0,0,1,1,1,1,1,1,1,0,0,21419000,1400000,4050000,800000,1200000,11275000,1410000,500000,14087500,0,84186666.67
3,1,62,1,2,3,1,4,115,0,0,0,0,0,1,1,1,1,1,1,1,0,1,7885000,350000,2500000,800000,550000,13320000,1550000,350000,617500,0,78653334
3,1,40,1,5,1,1,4,92,0,1,0,1,0,1,0,1,1,1,1,1,1,0,31239000,590000,0,2700000,150000,11100000,440000,0,209166.6667,0,131633333.3
3,1,52,1,4,1,1,4,80,0,1,0,0,0,0,0,1,1,1,1,0,0,0,18212500,510000,300000,800000,1000000,11275000,470000,4080000,1564166.667,0,128088333.3
3,1,46,1,3,1,3,4,90,0,0,0,0,0,0,0,1,1,1,1,0,0,0,51732000,1200000,5500000,3400000,600000,15800000,0,0,96900000,0,54037666.67
3,1,79,1,1,6,1,4,103,0,0,0,0,0,1,0,1,1,1,1,0,0,0,16563000,1050000,200000,3650000,700000,10945000,0,0,1095000,0,97216666.67
3,1,52,1,7,1,1,4,95,0,1,0,1,0,1,1,1,1,1,1,1,0,0,17330000,550000,3750000,900000,200000,16540000,0,0,5543699,0,67663333.33
3,1,55,1,2,2,1,4,75,0,1,0,1,1,1,1,1,1,1,1,1,0,1,26342000,1050000,200000,4000000,2495000,24455000,3230000,900000,28120833.33,0,3108333.333
3,1,52,1,6,3,1,4,95,0,1,0,0,0,1,1,1,1,1,1,1,1,0,5365000,400000,500000,3400000,3295000,16610000,1395000,1700000,21925833.33,0,86258000
3,1,39,1,7,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,1,1,10242000,400000,850000,500000,1075000,21620000,730000,0,60255833.33,7083333.333,52280000
3,1,34,1,6,1,3,4,95,0,0,0,0,0,1,1,1,1,1,1,1,0,0,7350000,650000,15600000,1300000,10800000,25470000,950000,0,3083000,0,71115833.33
3,1,45,1,6,1,1,4,125,0,1,0,0,0,1,0,1,1,1,1,0,0,0,8467100,1800000,0,0,240000,24300000,1370000,3000000,0,0,113113333.3
3,2,76,1,1,3,1,3,75,1,0,0,0,0,1,1,1,1,1,1,1,0,0,29024000,1045000,3200000,400000,420000,16300000,472000,0,8891666.667,0,9949166.667
3,1,45,1,2,1,4,3,100,0,1,0,0,0,1,0,1,1,1,1,1,0,0,20735000,425000,10950000,1250000,2020000,31240000,100000,7100000,1907043.75,0,98000000
3,1,43,1,4,3,6,3,60,0,1,0,1,0,1,0,1,1,1,1,1,1,1,13591000,400000,600000,49620000,2100000,31100000,1020000,9200000,681666.6667,0,7500000
3,1,38,1,4,1,1,3,80,2,1,0,0,0,1,1,1,1,1,1,1,1,0,13546000,40000,0,700000,150000,16260900,2825000,29500000,285161.6667,0,74166666.67
3,1,57,1,6,1,1,3,89,0,1,0,0,0,1,1,1,1,1,1,1,1,0,29110000,2250000,32750000,3500000,800000,19070000,185000,0,20075000,0,58720000
3,1,64,1,6,3,1,3,110,0,1,0,0,1,1,0,1,1,1,1,1,1,1,32821000,950000,200000,4150000,310000,31700000,790000,0,39045833.33,0,2680000
3,1,42,1,4,1,1,3,55,1,1,0,0,0,1,1,1,1,1,1,1,0,0,20734000,700000,500000,200000,1320000,11045000,0,18850000,6627900,4166666.667,37970000
3,1,54,1,4,2,1,3,75,2,1,0,0,0,1,1,1,1,1,1,1,0,0,25347000,960000,87000,800000,0,13920000,1205000,3280000,12200833.33,0,188296666.7
3,1,40,1,7,1,1,3,82,0,1,0,1,1,1,1,1,1,1,1,1,0,1,16160500,1450000,0,900000,1450000,16580000,743000,7000000,11763966,0,106320833.3
3,2,63,1,2,5,1,3,62,0,0,0,0,0,1,0,1,1,1,1,1,1,0,15377000,570000,200000,1630000,2640000,21790000,580000,0,17004166.67,0,1383333.333
3,1,36,1,4,1,1,3,85,0,1,0,0,0,1,1,1,1,1,1,1,0,0,3564000,200000,2050000,10000000,360000,17545000,4830000,0,30758333.33,0,171363333.3
3,1,43,1,5,1,1,3,85,0,1,0,0,1,1,0,1,1,1,1,1,1,0,12185000,400000,0,500000,1000000,21600000,1130000,1000000,12727383.17,0,152375555.6
3,1,94,2,0,3,1,3,92,0,0,0,0,0,1,0,1,1,1,1,1,1,0,20005000,850000,300000,3000000,1750000,9570000,800000,350000,42680000,0,112356667.3
3,2,48,1,4,3,6,3,70,1,0,0,0,0,1,0,1,1,1,1,1,0,0,6410000,1250000,0,3400000,1650000,15780000,1560000,0,6680916.667,0,22663333.33
3,1,53,1,6,1,1,4,110,0,0,0,0,0,1,1,1,1,1,1,1,1,0,6925000,1800000,800000,450000,2800000,19380000,500000,5000000,42146950.83,0,46903333.33
3,2,78,2,0,3,1,2,50,1,0,0,0,0,1,0,0,1,1,0,1,1,0,29718000,250000,960000,750000,540000,15370000,520000,1050000,1757500,0,38833333.33
3,1,36,1,5,1,3,3,60,1,0,0,0,0,1,0,1,1,1,1,0,0,0,33361000,1500000,1850000,5450000,550000,14345000,900000,1300000,1431666.667,0,2680833.333
3,1,48,1,2,1,3,4,70,0,0,0,0,0,1,0,1,1,1,1,1,1,0,9925000,1120000,0,1200000,800000,16450000,1110000,0,5980833.333,0,8054166.667
3,1,52,1,5,1,1,3,90,0,1,0,0,0,1,0,1,1,1,1,1,1,0,31205000,750000,0,250000,0,11022000,2160000,2050000,988333.3333,21666666.67,22320000
3,2,84,2,0,3,1,3,78,0,0,0,0,0,1,0,0,1,1,1,0,0,0,6021000,900000,1100000,400000,3920000,11450000,2350000,350000,19981250,0,70000000
3,2,70,1,1,3,3,3,75,0,0,0,0,0,1,0,1,1,1,1,1,1,0,25013810,1000000,0,700000,750000,10690000,1025000,0,565000,0,50416666.67
3,2,60,1,2,3,1,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,7521000,2300000,1700000,200000,580000,13640000,720000,850000,1562500,0,9220000
3,1,50,1,4,1,1,3,90,0,1,0,1,0,1,0,1,0,1,1,1,1,0,30015000,650000,2750000,3100000,700000,10886700,8530000,0,28791666.67,0,254833333.3
3,1,35,1,7,1,3,3,80,0,0,0,0,0,1,0,1,1,1,1,1,0,0,19818000,500000,0,1000000,0,11169800,900000,3250000,3357500,0,10216666.67
3,1,81,1,1,3,1,4,100,1,0,0,0,0,1,0,1,1,1,1,1,1,0,7505000,1100000,0,1090000,5200000,20600000,810000,3000000,33630157.33,25000000,59761666.67
3,1,63,2,0,3,1,2,80,1,0,0,0,0,1,0,1,1,1,0,1,0,0,64285000,950000,650000,250000,1610000,11000000,730000,0,23601000,0,65423333
3,1,74,2,0,3,1,3,70,1,1,0,0,0,1,0,1,1,1,1,1,0,0,25041300,1140000,4200000,2050000,5400000,11070000,260000,1900000,24538333.33,0,22696666.67
3,2,73,2,0,5,1,2,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,18504000,2000000,6150000,9250000,300000,7000000,1850000,2000000,2120000,1666666.667,71491666.67
3,1,69,2,0,3,1,2,90,1,0,0,0,0,1,0,1,1,1,1,1,0,0,15775000,500000,600000,0,685000,8640000,1860000,0,698333.3333,0,176788837.7
3,1,42,1,1,1,1,3,50,1,0,0,1,0,0,0,1,1,1,1,0,0,0,17359000,770000,0,0,500000,8310000,800000,16500000,1716666.667,0,0
3,1,38,1,5,1,3,4,120,1,1,0,0,0,1,0,1,1,1,1,0,1,0,22257500,550000,1560000,10000000,0,16820000,180000,0,471666.6667,0,176979166.7
3,1,51,1,6,3,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,0,0,27068000,660000,1500000,0,1000000,15530000,770000,14000000,3901666.667,0,28173250
3,1,36,1,5,1,1,3,68,1,1,0,1,0,1,0,1,1,1,1,1,1,0,38378900,830000,900000,350000,1860000,15800000,610000,1800000,538860.6667,16666666.67,39696666.67
3,1,60,2,0,1,1,4,150,1,1,0,0,0,1,0,1,1,1,1,0,0,0,15530000,900000,0,1800000,350000,15900000,1600000,400000,19639166.67,0,104476666.7
3,1,40,1,4,1,1,3,78,0,1,0,1,0,1,1,1,1,1,1,1,1,0,8340000,800000,750000,3000000,0,19780000,500000,150000,550000,0,93285000
3,1,41,1,6,1,6,4,85,0,1,0,0,0,1,0,1,1,1,1,1,0,0,45270000,1160000,15500000,2100000,300000,15600000,1130000,0,11956666.67,0,65236666.67
3,2,70,1,1,3,1,3,120,1,0,0,0,0,1,0,1,1,1,1,1,1,0,15892000,520000,2700000,520000,620000,10680000,1040000,850000,2671666.667,0,2883333.333
3,2,55,1,1,3,1,4,150,0,0,0,0,0,1,0,1,1,1,1,1,1,0,29046750,1350000,1100000,800000,5000000,11750000,3670000,3900000,13908333.33,2083333.333,121311666.7
3,2,73,2,0,5,1,5,200,0,0,0,0,0,1,0,1,0,0,0,0,0,0,36830000,3500000,4500000,1600000,600000,10790000,520000,6050000,19145833.33,0,21050000
3,2,60,1,2,3,1,4,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4212500,1200000,400000,8900000,600000,8800000,2570000,0,8737833.333,0,40000000
3,1,45,1,1,1,1,2,100,0,0,0,0,0,1,0,0,0,1,1,1,1,0,18809500,1285000,450000,6050000,750000,11520000,0,0,9463333.333,0,176055833.6
3,1,71,1,1,3,1,5,200,0,1,0,0,0,1,0,1,1,1,1,1,1,0,8041500,450000,500000,8400000,300000,16700000,1160000,1000000,7534166.667,0,40630000
3,1,48,1,1,1,1,3,65,1,0,0,0,0,1,0,1,1,1,1,0,0,0,9735200,3000000,0,3300000,640000,7720000,1810000,7000000,35445833.33,0,84666666.67
3,1,38,1,4,1,1,3,40,1,0,1,0,0,1,0,1,1,1,1,1,1,0,41111000,1600000,6300000,1600000,3000000,5550000,3800000,38000000,27195833.33,0,214583333.3
3,1,44,1,4,1,1,6,100,0,0,0,0,0,1,0,1,1,1,1,1,0,0,13300000,1000000,0,1000000,1210000,15873000,200000,200000,49455052.17,0,9720000
3,1,44,1,2,1,1,5,115,0,1,0,0,0,1,0,1,1,1,0,1,0,0,8795000,2000000,1200000,13650000,700000,16800000,0,36500000,12733200.33,0,71466666.67
3,1,66,1,2,3,1,5,98,0,0,0,0,0,1,0,1,1,1,1,1,0,0,4355020,1020000,0,1200000,8150000,13300000,0,400000,3333333.333,0,10688333.33
3,2,55,1,5,3,1,5,98,0,0,0,0,0,1,1,1,1,1,1,1,1,0,9060000,940000,0,650000,1570000,17000000,2070000,15450000,0,0,41333333.33
3,1,77,1,1,1,1,3,60,2,1,0,0,0,1,0,1,1,1,0,1,0,0,30255000,1850000,3620000,1500000,200000,12200000,120000,0,5097333.333,0,77862500
3,1,70,2,0,6,1,3,90,1,0,0,0,0,1,0,1,1,1,1,1,0,0,5865000,0,1320000,1500000,0,10750000,860000,25600000,499000,49458333.33,5258333.333
3,1,33,1,4,1,1,3,64,1,1,0,0,0,1,0,1,1,1,1,1,0,0,8050000,650000,2650000,4360000,3000000,10790000,1230000,14400000,3633333.333,0,63366667
3,2,78,2,0,5,1,4,180,1,0,0,0,0,1,0,0,1,1,0,0,0,0,29567000,1635000,2800000,900000,2660000,10900000,895000,0,87027083.33,0,35000000
3,1,42,1,4,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,1,0,0,21570000,1800000,120200000,2200000,600000,15200000,1130000,0,22102135.67,0,0
3,1,70,2,0,6,1,3,90,1,0,0,0,0,1,0,1,1,1,1,1,0,0,9899000,2200000,0,500000,370000,7900000,640000,0,27866666.67,0,82553333.33
3,1,58,2,0,1,1,3,70,1,0,0,0,0,1,0,1,1,1,1,1,0,0,5504295,1850000,2800000,200000,0,13098000,0,350000,343333.3333,0,6030000
3,1,74,2,0,3,1,3,100,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2662400,1400000,0,6300000,1387000,10630000,800000,1250000,12510000,0,163920522.8
3,1,58,1,1,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9018000,670000,500000,2050000,740000,12620000,1100000,0,9715149.333,0,20678333.33
3,1,29,1,4,1,3,2,60,1,0,0,0,0,1,0,1,1,1,1,0,0,0,8230000,700000,250000,1000000,430000,10750000,1040000,9000000,24418719.67,0,77386666.67
3,1,44,1,1,2,1,3,100,0,1,0,0,1,1,0,1,1,1,1,1,0,0,12612000,1000000,21000000,3500000,62000,13150000,420000,350000,1308597,0,81380000
3,1,46,1,1,1,4,2,50,1,1,0,0,0,1,0,1,1,0,0,0,0,0,17054000,650000,0,3800000,1450000,12900000,100000,0,21715833.33,2916666.667,65713333.33
3,1,70,1,1,6,1,5,185,0,1,0,0,0,1,1,1,1,1,1,1,0,0,17119900,700000,200000,450000,390000,16170000,820000,0,11780916.67,0,85399333.33
3,2,52,2,0,3,1,3,90,0,0,0,1,0,1,0,1,0,1,0,0,0,0,11645000,100000,0,1000000,0,11650000,2700000,0,1868333.333,0,0
3,2,71,2,0,5,1,3,110,0,1,0,0,0,1,0,1,1,1,1,1,0,0,14904000,600000,700000,400000,1250000,9730000,0,10000000,148505823.6,0,631666.6667
3,2,78,2,0,5,1,2,90,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8244000,700000,4300000,2000000,800000,11240000,4580000,0,4630293.333,0,2553333.333
3,1,55,1,1,1,1,3,65,0,0,0,0,0,1,0,1,1,0,0,0,0,0,25607000,850000,4500000,0,0,8630000,1550000,0,3170833.333,0,126500000
3,1,50,2,0,1,1,3,150,0,1,0,0,0,1,1,1,1,1,1,1,0,0,33786400,700000,2100000,6400000,1780000,13800000,240000,0,9757595,26666666.67,4550000
3,1,32,1,1,1,1,3,70,1,0,0,0,0,1,0,1,1,1,1,1,1,0,13991000,910000,0,1600000,1320000,8680000,1980000,0,28460833.33,0,116166666.7
3,1,73,1,1,1,1,3,80,1,1,0,0,0,1,0,1,1,1,0,1,0,0,10435750,800000,1520000,900000,2650000,6600000,2660000,0,505995,0,58886666.67
3,1,35,1,1,1,1,4,66,1,0,0,1,0,1,0,1,1,1,1,1,1,0,11340000,505000,0,850000,3170000,7535000,1140000,350000,14496250,0,46308333.33
3,1,77,1,1,3,1,3,70,1,0,0,0,0,1,0,1,1,1,0,0,0,0,57960000,1384000,0,400000,1300000,10820000,710000,0,41666.66667,0,34550000
3,1,33,1,1,1,4,3,70,1,0,0,0,0,1,0,1,1,1,1,1,1,0,23901000,500000,1125000,4000000,100000,9800000,750000,2100000,6221793.333,0,69148333.33
3,1,46,1,1,1,1,3,50,0,1,0,1,0,1,0,1,1,1,1,1,1,0,3662500,815000,0,0,1880000,6805000,1200000,500000,45952500,0,88833333.33
3,1,39,1,1,1,1,2,40,1,0,0,0,0,1,1,1,1,1,1,1,0,0,60875000,900000,0,3300000,880000,10705000,1860000,2000000,58333.33333,0,12083333.33
3,1,35,1,2,1,1,2,37,1,1,0,1,1,1,0,1,1,1,1,1,0,0,34500000,1050000,3050000,4200000,700000,9766050,1865000,0,25000,0,43910000
3,1,47,1,1,1,1,3,90,2,0,1,1,0,1,0,1,1,1,0,1,0,0,18652000,1610000,750000,200000,100000,13350000,3135000,37000000,8588333.333,0,1520000
3,1,50,1,1,1,1,4,92,0,0,0,0,0,1,0,1,1,1,1,1,1,0,9850000,2000000,0,1800000,4800000,14380000,3205000,11000000,5529166.667,0,33511666.67
3,1,44,1,2,1,1,3,90,0,1,0,0,0,1,0,1,1,1,1,1,0,0,18591000,0,680000,2000000,1950000,11050000,1880000,0,5387500,0,2000000
3,1,27,1,2,1,6,3,100,2,1,0,0,0,1,0,1,1,1,1,0,0,0,20384250,1350000,1840000,1380000,300000,10000000,1203000,150000,4691666.667,0,129538333.3
3,2,81,1,2,3,1,4,100,0,0,0,0,0,1,0,1,1,1,1,0,0,0,13007500,920000,11420000,2400000,2390000,21150000,1100000,400000,87500,0,2553333.333
3,1,51,1,7,1,1,4,107,0,1,0,1,0,1,1,1,1,1,1,0,0,1,33097000,520000,0,1200000,2290000,23000000,1125000,200000,25457500,0,29166666.67
3,1,68,2,0,3,1,3,62,0,0,0,0,0,1,0,1,1,1,1,1,1,0,19500000,1800000,680000,6000000,250000,20750000,2400000,6300000,0,0,76550833.33
3,1,49,1,2,1,3,3,90,0,1,0,0,0,1,0,1,1,1,1,1,0,0,10137000,1800000,360000,1500000,10460000,20800000,0,0,29045000,0,79840833.33
3,1,33,1,6,1,1,4,100,0,0,0,0,0,1,0,1,1,1,1,1,1,0,16144000,907000,4200000,600000,1260000,21330000,940000,1000000,955833.3333,0,68165583.33
3,1,56,1,1,3,1,4,115,0,1,0,0,0,1,1,1,1,1,1,1,0,0,15223000,875000,7700000,1650000,400000,31980000,3250000,500000,26657500,0,0
3,1,71,1,4,3,1,3,94,0,1,0,0,0,1,0,1,1,1,1,1,0,1,15775000,300000,0,2900000,320000,13650000,760000,10000000,41020833.33,0,60136667
3,1,43,1,7,1,1,3,90,0,1,0,1,0,0,1,1,1,1,1,1,1,1,25230000,1000000,36000000,250000,1100000,15170000,3700000,7000000,3830000,0,44844167.33
3,1,44,1,6,1,3,2,75,0,1,0,0,0,1,0,0,1,1,1,1,1,0,7100000,500000,6500000,25300000,2400000,16300000,1370000,0,8945620.333,833333.3333,159713333.3
3,2,49,1,4,3,1,3,75,0,0,0,0,0,1,0,0,0,1,1,1,0,0,10637000,180000,5000000,5650000,0,15930000,350000,0,23718750,0,1280000
3,1,68,1,1,3,1,3,90,0,0,0,0,0,1,0,1,1,1,1,1,1,0,17811200,1080000,0,0,570000,11970000,2100000,7950000,860000,0,100213333.3
3,1,51,1,2,1,1,3,90,0,1,0,0,0,1,0,1,1,1,1,1,1,0,32365700,630000,3800000,900000,580000,11180000,955000,0,3343916.667,1666666.667,144916666.7
3,2,56,1,1,3,1,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,4410000,0,1050000,750000,380000,18850000,490000,0,38772916.67,833333.3333,27683333.33
3,1,38,1,4,1,1,3,68,0,1,0,0,0,1,0,1,1,1,1,0,0,1,8640000,350000,0,1000000,360000,16490000,140000,17750000,1641666.667,0,180000
3,1,52,1,6,1,1,3,68,0,1,0,0,0,1,1,1,1,1,1,0,0,0,21402000,800000,0,4400000,3200000,16200000,1200000,2700000,73280416.67,0,148636666.7
3,1,41,1,4,1,1,3,67,0,1,0,0,0,1,0,1,1,1,1,1,0,0,21100000,2700000,2600000,900000,1040000,16700000,2180000,0,775000,0,68863333.33
3,1,56,1,4,1,1,3,67,0,1,0,0,0,1,1,1,1,1,1,1,0,0,11335000,1000000,3550000,5900000,0,17330000,4350000,0,0,0,35166666.67
3,2,50,1,2,3,1,3,75,0,1,0,0,0,1,0,1,1,1,1,0,0,0,21710000,700000,0,3350000,990000,16650000,300000,200000,26072523.33,0,59073333.33
3,2,74,2,0,3,1,3,64,0,0,0,0,0,1,0,1,1,1,1,1,0,0,10776000,2300000,0,5900000,1800000,19500000,980000,500000,3583333.333,0,95683333.33
3,2,61,1,1,3,3,4,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,13910000,200000,0,1920000,1280000,23700000,1890000,400000,4000000,0,22653333.33
3,1,35,1,6,1,1,4,88,0,1,0,1,0,1,1,1,0,0,1,0,0,0,11479000,870000,500000,1000000,1470000,32550000,9325000,0,14775000,0,10166666.67
3,1,47,1,5,1,1,4,88,0,1,0,0,0,1,1,1,1,1,1,0,0,0,29881000,1650000,2500000,700000,0,24030000,960000,0,7543333.333,0,50595833.33
3,2,66,1,1,3,3,4,86,0,0,0,0,0,1,0,1,1,1,1,1,1,0,14865000,1600000,0,1200000,620000,45695000,1030000,0,5250000,0,154063333.3
3,2,82,2,0,3,1,3,68,0,0,0,0,0,1,0,1,1,0,1,1,0,0,10225000,1800000,3250000,2720000,310000,32200000,300000,600000,1387500,0,3803333.333
3,1,40,1,4,1,1,3,100,0,0,0,0,0,1,0,1,1,1,1,1,0,0,27270000,800000,1450000,3800000,0,15078000,0,4160000,31646666.67,0,92083333.33
3,1,36,1,7,1,4,3,100,0,0,0,0,1,1,1,1,1,1,1,0,0,0,11514000,1000000,3950000,500000,2450000,14200000,390000,7350000,29795833.33,0,109380000
3,1,51,1,2,3,1,3,95,0,1,0,0,0,1,1,1,1,1,1,1,1,0,3743000,2300000,0,3800000,900000,17080000,0,17000000,25141666.67,0,82180000
3,2,47,1,5,1,1,3,105,0,1,0,0,1,1,0,1,1,1,1,1,1,1,31886500,1150000,3200000,13500000,500000,19050000,1060000,0,9718728.083,0,28803333.33
