C.SH,JENS.S,SEN.S,SAVAD.S,M.T.S,V.F.S,N.T.M,T.O,S.Z,M.O.B,OTO,MO,DO,ZABT,TV,PC,TEL.H,OJAGH.GAZ,JAROO.B,M.LEBAS,CHARKH.KH,PANKE,M.ZARF,H.KHORAKI.NOOSHIDANI,H.ERTEBATAT,H.BEHDASHT,H.HAMLONAGHL,H.KALA.MOT,H.MASKAN,H.MOBLEMAN,H.POOSHAK,KHARID.KALA.BADAVAM,H.SARMAYEGOZARI,DARAMAD.KHALES
1,1,48,1,1,3,1,4,80,0,0,0,0,0,1,0,1,1,1,1,0,1,0,29220000,1200000,280000,2500000,1900000,16729000,2020000,0,7168333.333,0,108020000
1,2,71,2,0,3,1,4,90,0,0,0,0,0,1,0,0,1,1,1,0,1,0,10027000,1430000,4500000,3000000,670000,12769000,1945000,5800000,222500,0,54899166.67
1,1,40,1,1,1,1,4,80,0,0,0,0,0,1,0,1,1,1,1,1,1,0,18715000,1100000,750000,870000,1510000,17980000,2070000,350000,4858333.333,0,50765833.33
1,2,58,1,1,3,1,3,68,3,0,0,0,0,1,0,1,1,1,1,0,1,0,4955500,1200000,1890000,0,1130000,10000000,2420000,7250000,50097500,0,12550000
1,2,53,1,1,3,3,3,70,3,0,1,0,0,1,0,1,1,1,1,0,1,0,6555000,680000,1580000,500000,1450000,6650000,9100000,0,12597916.67,0,20213333.33
1,1,47,1,2,1,1,4,75,0,0,0,0,0,1,0,1,1,1,0,1,1,0,14165000,200000,0,2200000,3340000,19020000,390000,0,4495062.667,0,46796666.67
1,2,68,2,0,3,1,4,65,1,0,0,0,0,1,0,1,1,1,0,1,1,0,12760000,900000,260000,700000,1850000,9835000,250000,0,9622500,0,82429666.67
1,1,53,1,2,1,1,5,80,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1635600,750000,0,5900000,800000,15030000,3134000,0,22495000,0,45795000
1,1,36,1,4,1,1,4,85,3,0,0,0,0,1,0,1,1,1,1,1,1,0,58190000,1600000,580000,1300000,1330000,26690000,300000,800000,33142500,0,9713333.333
1,1,64,1,5,3,1,5,96,3,1,0,0,0,1,1,1,1,1,1,1,1,1,15747500,2000000,390000,350000,300000,26850000,1905000,200000,14880000,0,38083334
1,1,37,1,2,1,1,4,80,0,1,0,0,0,1,0,1,1,1,1,1,1,0,24597850,650000,1900000,1150000,145000,16500000,470000,0,67133333.33,0,81636666.67
1,1,35,1,2,1,3,4,75,0,0,0,1,0,1,0,1,1,1,1,0,1,0,12786000,1500000,0,0,1650000,16640000,4400000,0,25185000,0,58714166.67
1,2,90,2,0,3,1,3,50,2,0,0,0,0,1,0,0,1,1,1,0,1,0,30760000,730000,8915000,450000,1400000,14000000,1900000,250000,29220833.33,0,14111666.67
1,2,51,2,0,3,4,3,70,2,0,0,0,0,1,0,1,1,1,1,1,1,0,31620000,1160000,0,4700000,1540000,33800000,600000,0,23086166.67,0,25800000
1,1,45,1,2,1,1,3,60,0,1,0,0,0,1,0,1,1,1,0,0,1,0,11554000,500000,400000,1000000,7050000,13050000,800000,10000000,2390000,0,63569500
1,1,46,1,7,1,3,4,70,3,1,0,0,0,1,0,1,1,1,1,0,1,0,17940000,800000,0,3300000,800000,10300000,1460000,0,22939166.67,0,63996000
1,1,51,1,1,3,1,4,80,3,1,1,0,0,1,0,1,1,1,1,0,1,0,22529500,2400000,2200000,3800000,6050000,11080000,1150000,0,12750000,0,61258333.33
1,2,56,2,0,3,1,3,70,3,0,0,1,0,1,0,1,1,1,1,0,1,0,7259000,2100000,7050000,3670000,690000,9950000,3000000,7700000,5312700.333,0,98995000.67
1,1,38,1,2,1,1,5,100,0,0,0,0,0,1,0,1,1,1,1,1,1,0,7155000,500000,0,1200000,640000,14550000,670000,0,2736916.667,0,3446666.667
1,1,37,1,4,1,6,5,100,1,1,0,0,0,1,1,1,1,1,1,1,1,0,8040000,550000,850000,1150000,1500000,15480000,1200000,4280000,2650000,0,76666666.67
1,1,74,2,0,3,1,4,58,0,0,0,0,0,1,0,1,1,1,1,0,1,0,19520500,1600000,800000,1700000,1140000,10890000,600000,9600000,1045833.333,0,117766666.7
1,1,57,1,1,3,1,4,80,0,1,0,0,0,1,0,1,1,1,1,1,1,0,15645000,920000,500000,2000000,1100000,12940000,0,0,19599166.67,0,4014166.667
1,2,53,2,0,3,1,4,70,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1050000,1800000,0,7100000,1330000,11000000,1550000,0,19219500,0,65880000
1,1,40,1,4,1,1,4,86,0,0,0,0,0,1,0,1,1,1,1,1,1,0,26750000,1000000,0,20500000,300000,17155000,710000,1150000,15747954.33,0,73276667.33
1,1,57,1,4,1,1,4,100,3,0,0,0,0,1,0,1,1,1,0,0,1,0,39637000,2100000,4300000,9300000,250000,13070000,1510000,200000,231666.6667,0,41666666.67
1,1,59,1,4,1,1,4,78,3,0,0,0,0,1,0,1,1,1,1,0,1,0,13795000,850000,1850000,1600000,1100000,12430000,1075000,11950000,9458333.167,0,88572778.17
1,1,36,1,2,1,1,4,90,3,1,0,0,0,1,0,1,1,1,1,1,1,0,5853000,1600000,1150000,1900000,800000,19650000,1505000,0,46804166.67,0,6050000
1,1,48,1,1,1,1,4,75,3,0,0,0,0,1,0,1,1,1,0,0,1,0,9865000,440000,1180000,2630000,1950000,13430000,1080000,0,8054166.667,0,111696666.7
1,1,65,1,1,3,1,4,60,3,1,0,0,0,1,0,1,1,1,0,0,0,0,12555000,1170000,0,2000000,770000,17160000,1900000,4250000,21837400,0,27630000
1,1,52,1,4,1,1,4,94,0,1,0,0,0,1,0,1,1,1,0,0,1,0,19319000,450000,0,1500000,80000,17355000,400000,2000000,756666.6667,0,81720000
1,1,43,1,4,1,4,4,75,0,1,1,0,0,1,0,1,1,1,1,1,1,0,16180000,2500000,1850000,2000000,410000,19150000,1740000,4870000,38840000,0,203350000
1,2,49,1,2,3,1,4,85,3,1,0,0,0,1,0,1,1,1,1,1,1,0,12476000,100000,0,2100000,800000,15190000,1540000,0,131730,0,123196666.7
1,1,74,1,1,3,1,4,65,0,0,0,0,0,1,0,1,1,1,0,1,1,0,21547820,900000,15800000,1000000,0,10225000,0,200000,1746750,10000000,71901666.67
1,1,51,1,4,1,1,4,90,0,0,0,0,0,1,0,1,1,1,1,1,1,0,4747000,1290000,1800000,300000,340000,10720000,1638000,0,4203333.333,0,108883333.3
1,1,47,1,4,1,3,5,110,0,0,0,0,0,1,0,1,1,1,1,1,1,0,7560500,100000,4010000,1000000,3600000,8250000,1100000,0,1344166.667,0,26016666.67
1,1,74,1,6,3,1,4,100,0,1,0,0,0,1,0,1,1,1,1,1,1,0,9788000,900000,1000000,2950000,3800000,21400000,450000,0,2892500,0,8250000
1,1,30,1,6,1,1,4,110,0,1,0,0,0,1,0,1,1,1,1,0,0,0,13100000,2000000,17800000,1200000,1200000,29490000,4290000,4200000,4441666.667,0,38085833.33
1,1,38,1,4,1,1,4,90,0,1,0,0,0,1,0,1,1,1,1,0,1,0,15222000,700000,0,0,6100000,25797000,790000,2500000,2793444,0,112466666.7
1,1,66,1,6,3,1,4,86,3,1,0,0,0,1,0,1,1,1,1,1,1,0,12798500,550000,5750000,700000,785000,19730000,100000,0,2550000,0,1380000
1,2,64,1,1,3,1,4,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,15775000,360000,1660000,450000,3920000,16000000,390000,150000,6850622,0,75050000
1,1,69,1,4,3,1,4,80,3,1,0,0,0,1,0,1,1,1,1,0,1,0,24930000,450000,0,31100000,0,25250000,300000,2500000,6872500,0,3886666.667
1,1,63,1,6,3,1,4,100,0,0,0,0,0,1,0,1,1,1,1,1,1,0,35443000,370000,800000,1800000,1270000,31680000,430000,4650000,19795833.33,0,147733333.3
1,1,68,1,4,3,1,4,85,0,1,0,0,0,1,0,1,1,1,1,1,1,0,19559500,2500000,0,3440000,3840000,22420000,800000,0,108866666.7,0,370263333
1,1,57,1,5,1,1,4,92,3,1,0,0,0,1,1,1,1,1,1,1,1,0,13109250,300000,18800000,5400000,915000,22060000,1580000,0,833333.3333,0,2828333.333
1,1,63,1,4,3,1,5,100,0,0,0,0,0,1,0,1,1,1,1,1,1,0,7610000,1200000,1850000,3600000,1700000,20010000,1490000,0,25598750,2250000,12833333.33
1,1,90,1,1,3,1,4,99,0,0,0,0,0,1,0,1,1,1,1,1,1,0,36425000,600000,300000,0,0,20000000,220000,500000,7026666.667,0,110708166.7
1,1,55,1,2,1,4,3,60,3,0,0,0,1,1,0,1,1,1,1,0,1,0,16017500,400000,4920000,710000,910000,6510000,2200000,210000,10775000,0,29166666.67
1,2,75,2,0,3,6,3,53,3,0,0,0,0,1,0,0,1,1,0,0,1,0,13936000,700000,1150000,4140000,830000,9740000,680000,5560000,9394166.667,0,20641666.67
1,2,72,1,3,3,1,4,75,3,0,0,0,0,1,0,1,1,1,1,0,1,0,5441500,900000,0,2200000,1000000,22180000,1010000,0,9041666.667,0,129386666.7
1,1,55,1,7,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,1,1,0,19990000,450000,4450000,2800000,300000,12990000,1100000,1800000,9417666.667,0,1050000
1,1,40,1,4,1,1,4,74,0,0,0,0,0,1,0,1,1,1,1,1,0,0,23425000,1700000,2800000,800000,800000,12400000,860000,950000,552500,16666666.67,54050000
1,1,54,1,1,3,3,5,90,3,0,0,0,0,1,1,1,1,1,1,1,1,0,30237200,900000,0,2500000,270000,7730000,2060000,0,3087500,0,5416666.667
1,1,62,1,4,3,1,5,118,3,0,0,0,0,1,0,1,1,1,1,1,1,0,7090000,850000,0,2100000,1500000,21650000,1060000,0,41142916.67,0,107925334
1,2,70,1,1,3,1,4,95,3,0,0,0,0,1,0,1,1,1,1,0,1,0,12757000,700000,4065000,850000,1150000,24050000,355000,0,32210833.17,0,72487500
1,1,58,1,2,1,1,4,80,3,1,0,0,0,1,0,1,1,1,1,0,1,0,4875000,220000,300000,600000,1000000,25300000,1920000,0,786666.6667,0,49230000
1,1,70,1,1,3,1,4,75,3,0,0,0,0,1,0,1,1,1,1,1,1,0,9610000,2000000,1560000,300000,830000,20050000,700000,0,1569166.667,0,87040000
1,1,55,1,1,1,1,4,85,3,1,0,0,0,1,0,1,1,1,1,1,1,0,3145000,800000,0,400000,360000,18970000,2720000,250000,1060000,0,47250000
1,1,54,1,2,1,1,4,84,0,1,0,0,0,1,0,1,1,1,1,0,1,0,5597000,900000,1700000,250000,1500000,26820000,170000,9450000,11421785.5,0,40886666.67
1,1,73,2,0,1,4,5,160,0,1,0,1,0,1,1,1,1,1,1,1,1,0,7212500,1000000,0,14250000,880000,63076000,220000,0,58333.33333,41666666.67,78775000
1,2,65,1,1,3,6,3,60,3,0,0,0,0,1,0,1,1,1,0,0,1,0,9454000,150000,2776000,800000,9430000,8500000,620000,0,7676666.667,0,6666666.667
1,1,86,2,0,1,1,4,80,3,1,0,0,0,1,0,1,1,1,1,0,1,0,61933500,750000,14600000,5300000,1120000,12830000,1140000,7850000,27445833.33,0,58644444.5
1,1,55,1,3,1,1,4,85,0,0,1,0,0,1,0,1,1,1,1,1,1,0,12900000,1450000,10550000,700000,1040000,16710000,1050000,150000,16361166.67,0,69583333.33
1,1,70,1,4,3,1,4,80,0,0,0,0,0,1,0,1,1,1,0,0,1,0,28000000,150000,0,420000,4650000,14850000,1810000,0,4583333.333,0,69800000
1,1,73,1,2,3,4,4,100,0,0,0,0,0,1,0,1,1,1,1,0,1,0,11507000,400000,280000,5700000,350000,15490000,2590000,0,7608333.333,0,78366666.67
1,1,32,1,6,1,6,4,70,0,1,0,0,0,1,1,1,1,1,1,1,1,0,10972000,500000,7100000,200000,1840000,21440000,730000,1000000,2578333.333,0,136800000
1,1,63,1,5,1,1,4,90,3,1,0,0,0,1,0,1,1,1,0,1,1,0,23193000,1200000,12750000,0,1080000,18550000,1470000,1500000,8895833.333,0,99150000
1,1,62,1,4,1,1,4,95,3,0,0,0,0,1,0,1,1,1,1,1,1,0,15775000,1200000,2650000,700000,420000,16950000,1465000,200000,25945833.33,0,4220000
1,1,58,1,4,1,1,4,90,0,0,0,0,0,1,0,1,1,1,1,0,1,0,27007000,480000,0,2550000,2600000,26650000,1540000,5120000,9883753,0,4071666.667
1,1,53,1,6,3,1,4,90,0,1,0,0,0,1,1,1,1,1,1,1,1,0,12673000,1350000,3400000,1800000,2730000,36730000,2250000,9300000,14750000,0,41911666.67
1,1,71,1,4,3,1,5,86,0,1,0,0,1,1,0,1,1,1,1,1,1,0,27040000,2000000,3300000,5500000,1530000,17710000,0,300000,17683333.33,0,42500000
1,1,39,1,5,1,3,5,88,0,0,0,1,0,1,1,1,1,1,1,0,1,0,24895000,1600000,8240000,2050000,2050000,8360000,0,350000,3116333.333,0,28041666.67
1,1,59,1,6,3,1,4,80,3,1,0,0,0,1,0,1,1,1,1,1,1,0,8230000,1220000,5500000,300000,150000,19970000,280000,0,5790000,0,16380000
1,1,50,1,4,1,1,4,116,3,1,0,1,0,1,0,1,1,1,1,0,1,0,21323000,285000,0,700000,600000,24090000,3360000,0,2221666.667,0,78416666.67
1,1,51,1,6,1,1,4,90,0,1,0,0,0,1,1,1,1,1,1,1,1,0,23670500,800000,2500000,750000,965000,21550000,790000,0,3129166.667,0,2883333.333
1,1,34,1,1,1,1,4,80,0,0,1,0,0,1,0,1,1,1,1,1,1,0,33910000,630000,280000,1800000,2010000,21360000,670000,0,1733333.333,0,17166666.67
1,2,32,1,4,1,1,3,55,0,0,0,1,0,1,1,1,1,1,0,0,1,0,19039600,100000,0,2150000,5650000,21340000,1320000,1600000,5813750,0,69750000
1,1,50,1,5,1,1,4,105,0,1,1,0,0,1,1,1,1,1,1,1,1,0,11410000,275000,500000,900000,640000,20320000,445000,0,37425000,0,0
1,2,61,1,4,3,3,4,80,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3257000,3100000,9300000,2050000,1770000,24450000,200000,0,38129.33333,0,73833333.33
1,1,56,1,6,1,1,5,95,0,1,0,0,0,1,1,1,1,1,1,1,1,1,10062000,500000,620000,0,1870000,22730000,2860000,400000,26766666.67,0,137293333.3
1,1,43,1,6,1,3,4,100,0,0,0,1,0,1,1,1,1,1,1,1,1,0,24503000,350000,3100000,5000000,1430000,15170000,1220000,0,30048913.08,0,62543333.33
1,1,68,1,1,3,1,4,100,0,1,0,0,0,1,0,0,1,1,1,1,1,0,12281000,1950000,650000,2000000,1800000,13690000,990000,0,6860915.333,0,31000000
1,1,37,1,4,3,1,3,70,0,1,0,0,0,1,0,1,1,1,1,0,1,0,41745000,200000,0,750000,2330000,25490000,700000,0,4940263.667,0,51666666.67
1,1,71,1,1,1,1,4,79,0,0,0,0,0,1,0,1,1,1,1,0,1,0,22115000,650000,800000,900000,1260000,29460000,670000,0,0,0,13550000
1,1,30,1,2,1,4,3,55,0,1,0,0,0,1,1,1,1,1,1,1,1,0,29635000,3100000,400000,550000,320000,15350000,1530000,0,3749000,0,147300000
1,1,28,1,1,1,4,3,60,0,0,0,0,0,1,1,1,1,1,0,1,1,0,6966000,650000,208500000,900000,660000,16700000,1060000,0,9611666.667,0,7743333.333
1,1,63,1,1,3,1,4,85,0,0,1,0,0,1,0,1,1,1,0,1,1,0,20448000,440000,5270000,5670000,1520000,15450000,850000,0,22721666.67,0,73896666.67
1,1,58,1,5,3,1,5,95,0,1,0,0,0,1,1,1,1,1,1,1,1,1,21290000,750000,820000,1300000,2420000,19450000,970000,0,837500,0,0
1,2,57,1,1,3,1,4,80,0,0,0,0,0,1,0,1,1,1,1,0,1,0,35987500,485000,350000,3200000,490000,15000000,2370000,0,31726666.67,0,51383333.33
1,1,54,1,4,3,1,4,90,0,1,0,0,0,1,0,1,1,1,1,1,1,0,6244000,1300000,2000000,1200000,2390000,24020000,700000,0,27059500,0,269691666.7
1,2,47,1,4,3,6,4,65,3,0,0,0,0,1,0,1,1,1,1,1,0,0,7737000,600000,300000,550000,1540000,14700000,510000,5700000,8997500,0,41763333.33
1,1,54,1,2,1,1,4,85,0,1,0,1,0,1,0,1,1,1,1,1,1,0,16390000,500000,8300000,450000,1500000,12050000,400000,0,9208333.333,0,910000
1,1,30,1,4,1,1,4,83,0,0,0,0,0,1,0,1,1,1,1,0,1,0,9739000,2500000,7270000,1400000,0,16200000,690000,0,31504166.67,0,2013333.333
1,1,72,1,1,3,1,4,75,0,0,0,0,0,1,0,1,1,0,1,1,1,0,12717000,850000,2800000,1500000,1000000,16070000,2220000,18650000,3872793.333,0,130178333.3
1,1,64,1,4,1,1,6,110,0,1,0,0,0,1,0,1,1,1,1,0,1,0,20760000,600000,0,600000,200000,20550000,4200000,1100000,9550000,0,37104166.67
1,1,48,1,1,1,1,3,60,3,1,0,0,0,1,0,1,1,1,1,0,1,0,14088837,1135000,0,900000,2940000,10410000,2400000,5000000,78112500,0,116875000
1,1,61,1,1,3,1,4,75,3,0,0,0,0,1,0,1,1,1,1,1,1,0,18815000,1150000,4500000,4150000,2850000,11230000,3270000,350000,24634642.17,0,28530000
1,1,54,1,4,1,1,4,60,3,1,0,0,0,1,0,1,1,1,0,0,1,0,15775000,1340000,0,500000,850000,23220000,1180000,2500000,5033333.333,0,0
1,1,32,1,2,1,3,4,65,0,0,0,0,0,1,0,1,1,1,1,0,1,0,19700000,270000,590000,2350000,0,15030000,1130000,0,9324166.5,0,20915833.33
1,1,53,1,4,1,1,4,130,0,1,0,0,0,1,1,1,1,1,1,1,1,0,18730000,1150000,900000,500000,700000,28505000,1290000,0,66666.66667,0,76646667
1,1,58,1,4,3,1,4,130,0,1,0,0,0,1,1,1,1,1,1,0,1,0,6095000,1040000,0,3000000,750000,22805000,835000,100000,3519166.667,0,73188333.33
1,1,34,1,6,1,1,4,80,0,1,0,0,0,1,1,1,1,1,1,1,1,0,32870200,480000,300000,0,0,23350000,460000,2330000,0,0,111504166.7
1,1,62,1,1,1,4,4,70,3,0,0,0,0,1,0,1,1,1,1,0,1,0,7080000,2000000,350000,900000,780000,15000000,7987000,2070000,10407708.33,0,106886666.7
1,2,47,1,1,3,1,4,80,0,0,0,0,0,1,0,1,1,1,1,1,1,0,20035000,2200000,8400000,5000000,0,15470000,880000,9600000,4441666.667,0,37587500
1,2,62,1,5,3,1,4,85,0,0,0,0,1,0,1,1,1,1,1,0,1,0,21434000,200000,750000,11000000,3350000,25770000,840000,4100000,7404666.667,0,40792500
1,1,69,1,1,3,1,4,90,3,0,0,0,1,1,0,1,1,1,1,1,1,0,11810000,2000000,0,1000000,3500000,26730000,1250000,8500000,9669166.667,0,3386666.667
1,1,39,1,6,1,3,4,90,0,1,0,0,0,1,0,1,1,1,1,0,1,0,2465000,2300000,1880000,900000,1500000,28260000,2460000,6650000,15132500,0,182005000
1,1,80,1,5,3,1,4,100,0,1,0,1,0,1,0,1,1,1,1,1,1,0,22876000,1025000,300000,1500000,1400000,29450000,4770000,1500000,18166666.67,0,121342500
1,1,76,1,1,1,1,4,80,0,0,0,0,0,1,0,1,1,1,1,1,1,0,8254000,150000,2952000,2870000,0,18100000,1210000,6000000,2767500,3333333.333,33783236
1,1,64,1,4,3,1,4,80,0,0,0,0,0,1,0,1,1,1,1,1,1,0,5101450,1430000,10000000,0,850000,22050000,9640000,0,938500,0,59370000
1,1,38,1,4,1,1,4,60,0,1,0,1,0,1,1,1,1,1,1,0,1,0,11688000,800000,1100000,1150000,1210000,25550000,2070000,0,8919166.667,0,95333333.33
1,1,56,1,4,3,1,5,120,3,1,0,0,0,1,1,1,1,1,1,1,1,0,25265000,2100000,0,6000000,0,26610000,1930000,40000,1753333.333,0,98850000
1,1,34,1,4,1,4,4,75,0,1,0,0,0,1,0,1,1,1,1,0,1,0,11360000,1500000,0,450000,1100000,47450000,1000000,450000,15670833.33,0,90416666.67
1,1,64,1,4,3,1,4,90,0,1,0,0,0,1,0,1,1,1,1,1,1,0,3495000,650000,985000,1420000,0,42350000,2020000,0,2205000,0,106306666.7
1,1,37,1,2,1,4,4,75,0,1,0,0,0,1,1,1,1,1,1,1,1,0,15775000,600000,0,5500000,450000,16565000,800000,500000,2652250,0,50550000
1,2,42,1,4,3,3,4,75,0,0,0,0,0,1,0,1,1,1,1,0,1,0,8012100,1800000,5500000,1600000,0,11335000,5260000,600000,21633333.33,0,145970000
1,1,29,1,6,1,4,4,80,0,1,0,0,0,1,0,1,1,1,1,0,1,0,9910000,700000,10750000,2800000,2510000,18400000,2990000,0,10411666.67,0,112164000
1,2,59,1,6,3,1,4,100,0,1,0,0,0,1,0,1,1,1,1,0,1,0,14040000,850000,200000,0,970000,30037000,855000,0,10545833.33,0,107946666.7
1,1,37,1,4,1,4,5,118,0,1,0,1,0,1,0,1,1,1,1,1,1,1,26969500,650000,7100000,500000,6100000,56150000,0,2950000,13623333.33,0,28946666.67
1,1,42,1,4,1,1,4,80,0,1,0,1,0,1,0,1,1,1,1,1,1,0,20180000,500000,1228000,3200000,2725000,28950000,550000,7700000,965833.3333,833333.3333,27720000
1,2,94,2,0,3,1,3,50,3,0,0,0,0,1,0,0,1,0,0,0,1,0,15836200,450000,0,7400000,4130000,6530000,1010000,0,708333.3333,0,221380000
1,1,57,1,4,1,1,4,80,0,1,0,0,0,1,1,1,1,1,1,1,1,0,13925000,950000,900000,600000,500000,14700000,350000,45000000,44766666.67,0,47733333.33
1,1,61,1,2,1,1,4,65,3,0,0,0,0,1,0,1,1,1,1,0,1,0,11101500,500000,80000,250000,300000,13645000,1273000,0,1646333.333,0,132915416.7
1,1,60,1,1,1,1,4,90,3,0,1,0,0,1,0,1,1,1,0,0,1,0,12100000,1050000,3700000,900000,1800000,11880000,780000,0,27458333.33,0,66570000
1,1,64,1,1,3,1,4,85,3,0,0,0,0,1,0,1,1,1,1,0,1,0,14975000,1050000,500000,700000,900000,10930000,4350000,500000,4333333.333,0,42500000
1,1,52,1,4,3,1,4,138,0,1,0,0,0,1,0,1,1,1,1,0,1,0,18805000,400000,5255000,900000,120000,19165000,1485000,1000000,14814914.42,0,52213333.33
1,2,57,1,1,5,1,5,110,3,0,0,0,0,1,0,1,1,1,1,0,1,0,2410000,960000,0,2100000,2530000,19000000,850000,0,340000,0,87103333.33
1,1,35,1,5,1,3,4,100,0,0,0,1,0,1,0,1,1,1,1,1,1,0,24435000,300000,380000,1000000,0,20550000,2946000,3530000,29417000,0,105630000
1,1,49,1,2,1,1,3,67,0,0,1,0,0,1,0,1,1,1,1,1,1,0,21057000,1040000,950000,2000000,2300000,19530000,600000,11300000,21038750,0,127833333.3
1,1,50,1,2,1,1,4,95,0,1,0,0,0,1,0,1,1,1,1,1,1,0,16626000,750000,2000000,300000,0,15100000,0,0,13021666.67,0,75630000
1,2,50,2,0,3,1,4,60,0,0,0,0,0,1,0,1,1,0,0,1,1,0,7978000,950000,0,1000000,1690000,7500000,1650000,0,12695833.33,0,120486666.7
1,2,71,1,4,3,1,4,100,3,0,0,0,0,1,0,1,1,1,1,0,0,0,18238000,1750000,200000,2000000,1200000,24564000,1420000,2500000,32787492,0,144298773.3
1,2,82,2,0,3,1,4,75,3,0,0,0,0,1,0,0,1,1,0,0,1,0,14605000,1250000,1500000,250000,1200000,19540000,885000,0,2556666.667,0,66563333.33
1,1,70,1,1,1,1,3,90,3,0,0,0,0,1,0,1,1,1,1,1,1,0,9020000,100000,1000000,800000,1230000,20810000,4470000,0,17854899.67,0,550000
1,1,56,1,4,3,4,4,100,3,0,0,0,0,1,0,1,1,1,1,1,1,0,8676400,3000000,1500000,7500000,1450000,16900000,2150000,400000,81983333.33,0,69970000
1,1,41,1,1,1,6,4,75,3,1,0,0,0,1,0,1,1,1,1,1,1,0,26039920,1110000,6180000,1500000,2290000,16500000,3100000,3300000,5258333.333,0,53750000
1,1,62,1,4,1,1,4,65,3,0,0,0,0,1,0,1,1,1,1,1,1,0,8035000,950000,15000000,980000,1000000,20470000,480000,200000,5861666.667,0,65338333.33
1,1,40,1,4,1,4,4,92,0,1,0,1,1,1,0,1,1,1,1,1,1,0,12490000,1000000,0,950000,2920000,28460000,2680000,0,0,0,1780000
1,2,56,1,1,3,1,4,98,0,0,0,0,1,1,0,1,1,1,0,1,1,0,6313000,350000,100000,320000,600000,19860000,810000,150000,1366666.667,0,140696666.7
1,1,71,2,0,3,1,4,75,0,1,0,0,0,1,0,1,1,1,1,0,1,0,24361000,248000,0,600000,670000,19800000,1410000,0,619166.6667,0,176960833.3
1,1,66,1,4,3,1,5,110,0,1,0,0,0,1,1,1,1,1,1,1,1,1,8670000,3700000,200000,1200000,1350000,20400000,1850000,2800000,12491666.67,0,21550000
1,2,83,2,0,3,1,4,70,0,0,0,0,0,1,0,1,1,1,0,1,1,0,11992000,730000,1300000,3900000,0,11470000,800000,0,24576666.67,0,128800833.3
1,1,69,1,4,3,1,4,90,0,0,0,0,0,1,0,1,1,1,1,1,1,0,8020000,1200000,1050000,1900000,2980000,16250000,1800000,28000000,6542500,0,82366666.67
1,1,60,1,1,1,1,4,75,0,0,0,0,0,1,0,1,1,1,1,1,1,0,40765000,900000,0,17200000,500000,13700000,580000,1300000,835416.6667,0,1380000
1,1,46,1,2,1,4,4,85,0,0,0,0,0,1,0,1,1,1,1,1,1,0,14866500,220000,1720000,14700000,3850000,25737000,1090000,100000,11266666.67,0,190000000
1,1,47,1,1,1,1,4,80,0,0,0,0,0,1,0,1,1,1,1,0,1,0,19745000,825000,1800000,4500000,0,23790000,970000,6510000,1118333.333,0,31599444.42
1,2,32,1,1,1,4,4,65,0,1,0,0,0,1,0,1,1,1,1,1,1,0,4405000,1200000,1000000,2000000,5270000,25110000,0,8050000,32333333.33,0,68293333.33
1,1,36,1,5,1,3,4,65,0,0,0,0,0,1,0,1,1,1,1,1,1,0,16190100,1000000,16600000,2400000,1370000,23860000,1300000,5850000,161743331.1,0,57883333.33
1,1,60,1,1,1,1,4,88,3,0,0,0,1,1,0,1,1,1,1,1,1,0,32528000,500000,0,0,750000,12800000,735000,0,812333.3333,0,2310000
1,1,56,1,1,3,1,4,70,3,0,0,0,0,1,0,1,1,1,1,0,1,0,17718000,800000,550000,2250000,440000,12380000,220000,0,45683333.33,0,85046666.67
1,1,38,1,5,1,4,4,75,0,1,0,0,0,1,1,1,1,1,1,1,1,0,30197900,1300000,1350000,800000,300000,14330000,1070000,31400000,27529166.67,0,63433333.33
1,1,53,1,5,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,1,1,0,24698200,1150000,0,1500000,7350000,23550000,3920000,1500000,4738333.333,0,35550000
1,1,29,1,5,1,4,4,85,0,0,0,0,0,1,0,1,1,1,1,0,1,0,14598000,1580000,8750000,1100000,0,18820000,3300000,6950000,615629.3333,0,88220000
1,1,37,1,1,1,1,4,76,3,1,0,0,0,1,0,1,1,1,1,0,1,0,4587000,1300000,2800000,1200000,730000,32090000,1393000,5380000,12292499.5,0,32380000
1,1,66,1,6,1,1,4,95,0,1,0,0,0,1,1,1,1,1,1,1,1,0,24660000,1300000,5510000,1500000,1600000,24820000,0,2500000,7445000,0,66987500
1,2,77,2,0,3,1,3,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,13279000,1050000,0,0,1240000,14000000,1430000,150000,20291250,0,20833333.33
1,1,69,1,6,3,1,5,120,3,1,0,0,0,1,1,1,1,1,1,1,1,0,4905000,100000,0,1000000,450000,25690000,730000,4220000,928879.3333,0,56692500
1,1,75,1,1,3,1,4,85,0,0,0,0,0,1,0,1,1,1,1,1,1,0,42355000,810000,800000,300000,7430000,13975000,1050000,7200000,3913491.667,0,78463333.33
1,1,51,1,1,1,3,4,75,0,0,0,0,0,1,1,1,1,1,1,1,1,0,8679600,750000,6000000,750000,690000,24810000,1905000,0,2435000,0,5138333.333
